location,location_name,date,value,commit_date,type,target_end_date,weekly_value,n
GB,United Kingdom,2021-01-04,896,2022-11-30,Deaths,2021-01-09,6630,7
GB,United Kingdom,2021-01-05,973,2022-11-30,Deaths,2021-01-09,6630,7
GB,United Kingdom,2021-01-06,1014,2022-11-30,Deaths,2021-01-09,6630,7
GB,United Kingdom,2021-01-07,1055,2022-11-30,Deaths,2021-01-09,6630,7
GB,United Kingdom,2021-01-08,1052,2022-11-30,Deaths,2021-01-09,6630,7
GB,United Kingdom,2021-01-09,1093,2022-11-30,Deaths,2021-01-16,8802,7
GB,United Kingdom,2021-01-10,1173,2022-11-30,Deaths,2021-01-16,8802,7
GB,United Kingdom,2021-01-11,1243,2022-11-30,Deaths,2021-01-16,8802,7
GB,United Kingdom,2021-01-12,1320,2022-11-30,Deaths,2021-01-16,8802,7
GB,United Kingdom,2021-01-13,1309,2022-11-30,Deaths,2021-01-16,8802,7
GB,United Kingdom,2021-01-14,1340,2022-11-30,Deaths,2021-01-16,8802,7
GB,United Kingdom,2021-01-15,1324,2022-11-30,Deaths,2021-01-16,8802,7
GB,United Kingdom,2021-01-16,1419,2022-11-30,Deaths,2021-01-23,9739,7
GB,United Kingdom,2021-01-17,1361,2022-11-30,Deaths,2021-01-23,9739,7
GB,United Kingdom,2021-01-18,1401,2022-11-30,Deaths,2021-01-23,9739,7
GB,United Kingdom,2021-01-19,1490,2022-11-30,Deaths,2021-01-23,9739,7
GB,United Kingdom,2021-01-20,1383,2022-11-30,Deaths,2021-01-23,9739,7
GB,United Kingdom,2021-01-21,1350,2022-11-30,Deaths,2021-01-23,9739,7
GB,United Kingdom,2021-01-22,1335,2022-11-30,Deaths,2021-01-23,9739,7
GB,United Kingdom,2021-01-23,1287,2022-11-30,Deaths,2021-01-30,8577,7
GB,United Kingdom,2021-01-24,1239,2022-11-30,Deaths,2021-01-30,8577,7
GB,United Kingdom,2021-01-25,1263,2022-11-30,Deaths,2021-01-30,8577,7
GB,United Kingdom,2021-01-26,1172,2022-11-30,Deaths,2021-01-30,8577,7
GB,United Kingdom,2021-01-27,1232,2022-11-30,Deaths,2021-01-30,8577,7
GB,United Kingdom,2021-01-28,1224,2022-11-30,Deaths,2021-01-30,8577,7
GB,United Kingdom,2021-01-29,1160,2022-11-30,Deaths,2021-01-30,8577,7
GB,United Kingdom,2021-01-30,1025,2022-11-30,Deaths,2021-02-06,6666,7
GB,United Kingdom,2021-01-31,995,2022-11-30,Deaths,2021-02-06,6666,7
GB,United Kingdom,2021-02-01,1007,2022-11-30,Deaths,2021-02-06,6666,7
GB,United Kingdom,2021-02-02,963,2022-11-30,Deaths,2021-02-06,6666,7
GB,United Kingdom,2021-02-03,976,2022-11-30,Deaths,2021-02-06,6666,7
GB,United Kingdom,2021-02-04,826,2022-11-30,Deaths,2021-02-06,6666,7
GB,United Kingdom,2021-02-05,874,2022-11-30,Deaths,2021-02-06,6666,7
GB,United Kingdom,2021-02-06,787,2022-11-30,Deaths,2021-02-13,5068,7
GB,United Kingdom,2021-02-07,753,2022-11-30,Deaths,2021-02-13,5068,7
GB,United Kingdom,2021-02-08,781,2022-11-30,Deaths,2021-02-13,5068,7
GB,United Kingdom,2021-02-09,723,2022-11-30,Deaths,2021-02-13,5068,7
GB,United Kingdom,2021-02-10,712,2022-11-30,Deaths,2021-02-13,5068,7
GB,United Kingdom,2021-02-11,676,2022-11-30,Deaths,2021-02-13,5068,7
GB,United Kingdom,2021-02-12,636,2022-11-30,Deaths,2021-02-13,5068,7
GB,United Kingdom,2021-02-13,586,2022-11-30,Deaths,2021-02-20,3870,7
GB,United Kingdom,2021-02-14,605,2022-11-30,Deaths,2021-02-20,3870,7
GB,United Kingdom,2021-02-15,615,2022-11-30,Deaths,2021-02-20,3870,7
GB,United Kingdom,2021-02-16,568,2022-11-30,Deaths,2021-02-20,3870,7
GB,United Kingdom,2021-02-17,506,2022-11-30,Deaths,2021-02-20,3870,7
GB,United Kingdom,2021-02-18,521,2022-11-30,Deaths,2021-02-20,3870,7
GB,United Kingdom,2021-02-19,469,2022-11-30,Deaths,2021-02-20,3870,7
GB,United Kingdom,2021-02-20,452,2022-11-30,Deaths,2021-02-27,2648,7
GB,United Kingdom,2021-02-21,411,2022-11-30,Deaths,2021-02-27,2648,7
GB,United Kingdom,2021-02-22,379,2022-11-30,Deaths,2021-02-27,2648,7
GB,United Kingdom,2021-02-23,380,2022-11-30,Deaths,2021-02-27,2648,7
GB,United Kingdom,2021-02-24,367,2022-11-30,Deaths,2021-02-27,2648,7
GB,United Kingdom,2021-02-25,355,2022-11-30,Deaths,2021-02-27,2648,7
GB,United Kingdom,2021-02-26,304,2022-11-30,Deaths,2021-02-27,2648,7
GB,United Kingdom,2021-02-27,308,2022-11-30,Deaths,2021-03-06,1803,7
GB,United Kingdom,2021-02-28,281,2022-11-30,Deaths,2021-03-06,1803,7
GB,United Kingdom,2021-03-01,297,2022-11-30,Deaths,2021-03-06,1803,7
GB,United Kingdom,2021-03-02,244,2022-11-30,Deaths,2021-03-06,1803,7
GB,United Kingdom,2021-03-03,218,2022-11-30,Deaths,2021-03-06,1803,7
GB,United Kingdom,2021-03-04,233,2022-11-30,Deaths,2021-03-06,1803,7
GB,United Kingdom,2021-03-05,222,2022-11-30,Deaths,2021-03-06,1803,7
GB,United Kingdom,2021-03-06,210,2022-11-30,Deaths,2021-03-13,1259,7
GB,United Kingdom,2021-03-07,197,2022-11-30,Deaths,2021-03-13,1259,7
GB,United Kingdom,2021-03-08,197,2022-11-30,Deaths,2021-03-13,1259,7
GB,United Kingdom,2021-03-09,185,2022-11-30,Deaths,2021-03-13,1259,7
GB,United Kingdom,2021-03-10,162,2022-11-30,Deaths,2021-03-13,1259,7
GB,United Kingdom,2021-03-11,173,2022-11-30,Deaths,2021-03-13,1259,7
GB,United Kingdom,2021-03-12,135,2022-11-30,Deaths,2021-03-13,1259,7
GB,United Kingdom,2021-03-13,135,2022-11-30,Deaths,2021-03-20,856,7
GB,United Kingdom,2021-03-14,138,2022-11-30,Deaths,2021-03-20,856,7
GB,United Kingdom,2021-03-15,138,2022-11-30,Deaths,2021-03-20,856,7
GB,United Kingdom,2021-03-16,114,2022-11-30,Deaths,2021-03-20,856,7
GB,United Kingdom,2021-03-17,127,2022-11-30,Deaths,2021-03-20,856,7
GB,United Kingdom,2021-03-18,100,2022-11-30,Deaths,2021-03-20,856,7
GB,United Kingdom,2021-03-19,104,2022-11-30,Deaths,2021-03-20,856,7
GB,United Kingdom,2021-03-20,100,2022-11-30,Deaths,2021-03-27,653,7
GB,United Kingdom,2021-03-21,127,2022-11-30,Deaths,2021-03-27,653,7
GB,United Kingdom,2021-03-22,108,2022-11-30,Deaths,2021-03-27,653,7
GB,United Kingdom,2021-03-23,94,2022-11-30,Deaths,2021-03-27,653,7
GB,United Kingdom,2021-03-24,70,2022-11-30,Deaths,2021-03-27,653,7
GB,United Kingdom,2021-03-25,79,2022-11-30,Deaths,2021-03-27,653,7
GB,United Kingdom,2021-03-26,75,2022-11-30,Deaths,2021-03-27,653,7
GB,United Kingdom,2021-03-27,65,2022-11-30,Deaths,2021-04-03,428,7
GB,United Kingdom,2021-03-28,49,2022-11-30,Deaths,2021-04-03,428,7
GB,United Kingdom,2021-03-29,71,2022-11-30,Deaths,2021-04-03,428,7
GB,United Kingdom,2021-03-30,56,2022-11-30,Deaths,2021-04-03,428,7
GB,United Kingdom,2021-03-31,74,2022-11-30,Deaths,2021-04-03,428,7
GB,United Kingdom,2021-04-01,63,2022-11-30,Deaths,2021-04-03,428,7
GB,United Kingdom,2021-04-02,50,2022-11-30,Deaths,2021-04-03,428,7
GB,United Kingdom,2021-04-03,42,2022-11-30,Deaths,2021-04-10,330,7
GB,United Kingdom,2021-04-04,53,2022-11-30,Deaths,2021-04-10,330,7
GB,United Kingdom,2021-04-05,45,2022-11-30,Deaths,2021-04-10,330,7
GB,United Kingdom,2021-04-06,45,2022-11-30,Deaths,2021-04-10,330,7
GB,United Kingdom,2021-04-07,45,2022-11-30,Deaths,2021-04-10,330,7
GB,United Kingdom,2021-04-08,62,2022-11-30,Deaths,2021-04-10,330,7
GB,United Kingdom,2021-04-09,38,2022-11-30,Deaths,2021-04-10,330,7
GB,United Kingdom,2021-04-10,43,2022-11-30,Deaths,2021-04-17,278,7
GB,United Kingdom,2021-04-11,41,2022-11-30,Deaths,2021-04-17,278,7
GB,United Kingdom,2021-04-12,37,2022-11-30,Deaths,2021-04-17,278,7
GB,United Kingdom,2021-04-13,47,2022-11-30,Deaths,2021-04-17,278,7
GB,United Kingdom,2021-04-14,35,2022-11-30,Deaths,2021-04-17,278,7
GB,United Kingdom,2021-04-15,43,2022-11-30,Deaths,2021-04-17,278,7
GB,United Kingdom,2021-04-16,32,2022-11-30,Deaths,2021-04-17,278,7
GB,United Kingdom,2021-04-17,43,2022-11-30,Deaths,2021-04-24,230,7
GB,United Kingdom,2021-04-18,31,2022-11-30,Deaths,2021-04-24,230,7
GB,United Kingdom,2021-04-19,23,2022-11-30,Deaths,2021-04-24,230,7
GB,United Kingdom,2021-04-20,35,2022-11-30,Deaths,2021-04-24,230,7
GB,United Kingdom,2021-04-21,36,2022-11-30,Deaths,2021-04-24,230,7
GB,United Kingdom,2021-04-22,33,2022-11-30,Deaths,2021-04-24,230,7
GB,United Kingdom,2021-04-23,29,2022-11-30,Deaths,2021-04-24,230,7
GB,United Kingdom,2021-04-24,24,2022-11-30,Deaths,2021-05-01,151,7
GB,United Kingdom,2021-04-25,27,2022-11-30,Deaths,2021-05-01,151,7
GB,United Kingdom,2021-04-26,21,2022-11-30,Deaths,2021-05-01,151,7
GB,United Kingdom,2021-04-27,25,2022-11-30,Deaths,2021-05-01,151,7
GB,United Kingdom,2021-04-28,21,2022-11-30,Deaths,2021-05-01,151,7
GB,United Kingdom,2021-04-29,17,2022-11-30,Deaths,2021-05-01,151,7
GB,United Kingdom,2021-04-30,16,2022-11-30,Deaths,2021-05-01,151,7
GB,United Kingdom,2021-05-01,16,2022-11-30,Deaths,2021-05-08,123,7
GB,United Kingdom,2021-05-02,19,2022-11-30,Deaths,2021-05-08,123,7
GB,United Kingdom,2021-05-03,17,2022-11-30,Deaths,2021-05-08,123,7
GB,United Kingdom,2021-05-04,15,2022-11-30,Deaths,2021-05-08,123,7
GB,United Kingdom,2021-05-05,22,2022-11-30,Deaths,2021-05-08,123,7
GB,United Kingdom,2021-05-06,17,2022-11-30,Deaths,2021-05-08,123,7
GB,United Kingdom,2021-05-07,17,2022-11-30,Deaths,2021-05-08,123,7
GB,United Kingdom,2021-05-08,20,2022-11-30,Deaths,2021-05-15,104,7
GB,United Kingdom,2021-05-09,11,2022-11-30,Deaths,2021-05-15,104,7
GB,United Kingdom,2021-05-10,8,2022-11-30,Deaths,2021-05-15,104,7
GB,United Kingdom,2021-05-11,21,2022-11-30,Deaths,2021-05-15,104,7
GB,United Kingdom,2021-05-12,15,2022-11-30,Deaths,2021-05-15,104,7
GB,United Kingdom,2021-05-13,15,2022-11-30,Deaths,2021-05-15,104,7
GB,United Kingdom,2021-05-14,14,2022-11-30,Deaths,2021-05-15,104,7
GB,United Kingdom,2021-05-15,15,2022-11-30,Deaths,2021-05-22,82,7
GB,United Kingdom,2021-05-16,14,2022-11-30,Deaths,2021-05-22,82,7
GB,United Kingdom,2021-05-17,13,2022-11-30,Deaths,2021-05-22,82,7
GB,United Kingdom,2021-05-18,11,2022-11-30,Deaths,2021-05-22,82,7
GB,United Kingdom,2021-05-19,4,2022-11-30,Deaths,2021-05-22,82,7
GB,United Kingdom,2021-05-20,7,2022-11-30,Deaths,2021-05-22,82,7
GB,United Kingdom,2021-05-21,18,2022-11-30,Deaths,2021-05-22,82,7
GB,United Kingdom,2021-05-22,4,2022-11-30,Deaths,2021-05-29,83,7
GB,United Kingdom,2021-05-23,16,2022-11-30,Deaths,2021-05-29,83,7
GB,United Kingdom,2021-05-24,16,2022-11-30,Deaths,2021-05-29,83,7
GB,United Kingdom,2021-05-25,11,2022-11-30,Deaths,2021-05-29,83,7
GB,United Kingdom,2021-05-26,14,2022-11-30,Deaths,2021-05-29,83,7
GB,United Kingdom,2021-05-27,8,2022-11-30,Deaths,2021-05-29,83,7
GB,United Kingdom,2021-05-28,14,2022-11-30,Deaths,2021-05-29,83,7
GB,United Kingdom,2021-05-29,12,2022-11-30,Deaths,2021-06-05,84,7
GB,United Kingdom,2021-05-30,9,2022-11-30,Deaths,2021-06-05,84,7
GB,United Kingdom,2021-05-31,11,2022-11-30,Deaths,2021-06-05,84,7
GB,United Kingdom,2021-06-01,10,2022-11-30,Deaths,2021-06-05,84,7
GB,United Kingdom,2021-06-02,12,2022-11-30,Deaths,2021-06-05,84,7
GB,United Kingdom,2021-06-03,16,2022-11-30,Deaths,2021-06-05,84,7
GB,United Kingdom,2021-06-04,14,2022-11-30,Deaths,2021-06-05,84,7
GB,United Kingdom,2021-06-05,7,2022-11-30,Deaths,2021-06-12,87,7
GB,United Kingdom,2021-06-06,13,2022-11-30,Deaths,2021-06-12,87,7
GB,United Kingdom,2021-06-07,6,2022-11-30,Deaths,2021-06-12,87,7
GB,United Kingdom,2021-06-08,15,2022-11-30,Deaths,2021-06-12,87,7
GB,United Kingdom,2021-06-09,17,2022-11-30,Deaths,2021-06-12,87,7
GB,United Kingdom,2021-06-10,16,2022-11-30,Deaths,2021-06-12,87,7
GB,United Kingdom,2021-06-11,13,2022-11-30,Deaths,2021-06-12,87,7
GB,United Kingdom,2021-06-12,12,2022-11-30,Deaths,2021-06-19,101,7
GB,United Kingdom,2021-06-13,12,2022-11-30,Deaths,2021-06-19,101,7
GB,United Kingdom,2021-06-14,13,2022-11-30,Deaths,2021-06-19,101,7
GB,United Kingdom,2021-06-15,21,2022-11-30,Deaths,2021-06-19,101,7
GB,United Kingdom,2021-06-16,16,2022-11-30,Deaths,2021-06-19,101,7
GB,United Kingdom,2021-06-17,9,2022-11-30,Deaths,2021-06-19,101,7
GB,United Kingdom,2021-06-18,18,2022-11-30,Deaths,2021-06-19,101,7
GB,United Kingdom,2021-06-19,20,2022-11-30,Deaths,2021-06-26,133,7
GB,United Kingdom,2021-06-20,22,2022-11-30,Deaths,2021-06-26,133,7
GB,United Kingdom,2021-06-21,13,2022-11-30,Deaths,2021-06-26,133,7
GB,United Kingdom,2021-06-22,18,2022-11-30,Deaths,2021-06-26,133,7
GB,United Kingdom,2021-06-23,9,2022-11-30,Deaths,2021-06-26,133,7
GB,United Kingdom,2021-06-24,29,2022-11-30,Deaths,2021-06-26,133,7
GB,United Kingdom,2021-06-25,22,2022-11-30,Deaths,2021-06-26,133,7
GB,United Kingdom,2021-06-26,17,2022-11-30,Deaths,2021-07-03,169,7
GB,United Kingdom,2021-06-27,24,2022-11-30,Deaths,2021-07-03,169,7
GB,United Kingdom,2021-06-28,18,2022-11-30,Deaths,2021-07-03,169,7
GB,United Kingdom,2021-06-29,24,2022-11-30,Deaths,2021-07-03,169,7
GB,United Kingdom,2021-06-30,26,2022-11-30,Deaths,2021-07-03,169,7
GB,United Kingdom,2021-07-01,28,2022-11-30,Deaths,2021-07-03,169,7
GB,United Kingdom,2021-07-02,32,2022-11-30,Deaths,2021-07-03,169,7
GB,United Kingdom,2021-07-03,31,2022-11-30,Deaths,2021-07-10,255,7
GB,United Kingdom,2021-07-04,30,2022-11-30,Deaths,2021-07-10,255,7
GB,United Kingdom,2021-07-05,29,2022-11-30,Deaths,2021-07-10,255,7
GB,United Kingdom,2021-07-06,35,2022-11-30,Deaths,2021-07-10,255,7
GB,United Kingdom,2021-07-07,36,2022-11-30,Deaths,2021-07-10,255,7
GB,United Kingdom,2021-07-08,42,2022-11-30,Deaths,2021-07-10,255,7
GB,United Kingdom,2021-07-09,52,2022-11-30,Deaths,2021-07-10,255,7
GB,United Kingdom,2021-07-10,45,2022-11-30,Deaths,2021-07-17,330,7
GB,United Kingdom,2021-07-11,36,2022-11-30,Deaths,2021-07-17,330,7
GB,United Kingdom,2021-07-12,43,2022-11-30,Deaths,2021-07-17,330,7
GB,United Kingdom,2021-07-13,50,2022-11-30,Deaths,2021-07-17,330,7
GB,United Kingdom,2021-07-14,47,2022-11-30,Deaths,2021-07-17,330,7
GB,United Kingdom,2021-07-15,54,2022-11-30,Deaths,2021-07-17,330,7
GB,United Kingdom,2021-07-16,55,2022-11-30,Deaths,2021-07-17,330,7
GB,United Kingdom,2021-07-17,60,2022-11-30,Deaths,2021-07-24,518,7
GB,United Kingdom,2021-07-18,73,2022-11-30,Deaths,2021-07-24,518,7
GB,United Kingdom,2021-07-19,88,2022-11-30,Deaths,2021-07-24,518,7
GB,United Kingdom,2021-07-20,68,2022-11-30,Deaths,2021-07-24,518,7
GB,United Kingdom,2021-07-21,61,2022-11-30,Deaths,2021-07-24,518,7
GB,United Kingdom,2021-07-22,85,2022-11-30,Deaths,2021-07-24,518,7
GB,United Kingdom,2021-07-23,83,2022-11-30,Deaths,2021-07-24,518,7
GB,United Kingdom,2021-07-24,69,2022-11-30,Deaths,2021-07-31,575,7
GB,United Kingdom,2021-07-25,73,2022-11-30,Deaths,2021-07-31,575,7
GB,United Kingdom,2021-07-26,79,2022-11-30,Deaths,2021-07-31,575,7
GB,United Kingdom,2021-07-27,77,2022-11-30,Deaths,2021-07-31,575,7
GB,United Kingdom,2021-07-28,84,2022-11-30,Deaths,2021-07-31,575,7
GB,United Kingdom,2021-07-29,88,2022-11-30,Deaths,2021-07-31,575,7
GB,United Kingdom,2021-07-30,105,2022-11-30,Deaths,2021-07-31,575,7
GB,United Kingdom,2021-07-31,92,2022-11-30,Deaths,2021-08-07,652,7
GB,United Kingdom,2021-08-01,97,2022-11-30,Deaths,2021-08-07,652,7
GB,United Kingdom,2021-08-02,92,2022-11-30,Deaths,2021-08-07,652,7
GB,United Kingdom,2021-08-03,80,2022-11-30,Deaths,2021-08-07,652,7
GB,United Kingdom,2021-08-04,92,2022-11-30,Deaths,2021-08-07,652,7
GB,United Kingdom,2021-08-05,101,2022-11-30,Deaths,2021-08-07,652,7
GB,United Kingdom,2021-08-06,98,2022-11-30,Deaths,2021-08-07,652,7
GB,United Kingdom,2021-08-07,106,2022-11-30,Deaths,2021-08-14,652,7
GB,United Kingdom,2021-08-08,84,2022-11-30,Deaths,2021-08-14,652,7
GB,United Kingdom,2021-08-09,84,2022-11-30,Deaths,2021-08-14,652,7
GB,United Kingdom,2021-08-10,85,2022-11-30,Deaths,2021-08-14,652,7
GB,United Kingdom,2021-08-11,89,2022-11-30,Deaths,2021-08-14,652,7
GB,United Kingdom,2021-08-12,106,2022-11-30,Deaths,2021-08-14,652,7
GB,United Kingdom,2021-08-13,98,2022-11-30,Deaths,2021-08-14,652,7
GB,United Kingdom,2021-08-14,104,2022-11-30,Deaths,2021-08-21,739,7
GB,United Kingdom,2021-08-15,91,2022-11-30,Deaths,2021-08-21,739,7
GB,United Kingdom,2021-08-16,89,2022-11-30,Deaths,2021-08-21,739,7
GB,United Kingdom,2021-08-17,102,2022-11-30,Deaths,2021-08-21,739,7
GB,United Kingdom,2021-08-18,111,2022-11-30,Deaths,2021-08-21,739,7
GB,United Kingdom,2021-08-19,115,2022-11-30,Deaths,2021-08-21,739,7
GB,United Kingdom,2021-08-20,127,2022-11-30,Deaths,2021-08-21,739,7
GB,United Kingdom,2021-08-21,118,2022-11-30,Deaths,2021-08-28,857,7
GB,United Kingdom,2021-08-22,129,2022-11-30,Deaths,2021-08-28,857,7
GB,United Kingdom,2021-08-23,120,2022-11-30,Deaths,2021-08-28,857,7
GB,United Kingdom,2021-08-24,118,2022-11-30,Deaths,2021-08-28,857,7
GB,United Kingdom,2021-08-25,108,2022-11-30,Deaths,2021-08-28,857,7
GB,United Kingdom,2021-08-26,125,2022-11-30,Deaths,2021-08-28,857,7
GB,United Kingdom,2021-08-27,139,2022-11-30,Deaths,2021-08-28,857,7
GB,United Kingdom,2021-08-28,134,2022-11-30,Deaths,2021-09-04,924,7
GB,United Kingdom,2021-08-29,139,2022-11-30,Deaths,2021-09-04,924,7
GB,United Kingdom,2021-08-30,109,2022-11-30,Deaths,2021-09-04,924,7
GB,United Kingdom,2021-08-31,128,2022-11-30,Deaths,2021-09-04,924,7
GB,United Kingdom,2021-09-01,125,2022-11-30,Deaths,2021-09-04,924,7
GB,United Kingdom,2021-09-02,137,2022-11-30,Deaths,2021-09-04,924,7
GB,United Kingdom,2021-09-03,152,2022-11-30,Deaths,2021-09-04,924,7
GB,United Kingdom,2021-09-04,146,2022-11-30,Deaths,2021-09-11,1106,7
GB,United Kingdom,2021-09-05,164,2022-11-30,Deaths,2021-09-11,1106,7
GB,United Kingdom,2021-09-06,157,2022-11-30,Deaths,2021-09-11,1106,7
GB,United Kingdom,2021-09-07,166,2022-11-30,Deaths,2021-09-11,1106,7
GB,United Kingdom,2021-09-08,143,2022-11-30,Deaths,2021-09-11,1106,7
GB,United Kingdom,2021-09-09,180,2022-11-30,Deaths,2021-09-11,1106,7
GB,United Kingdom,2021-09-10,150,2022-11-30,Deaths,2021-09-11,1106,7
GB,United Kingdom,2021-09-11,144,2022-11-30,Deaths,2021-09-18,1088,7
GB,United Kingdom,2021-09-12,141,2022-11-30,Deaths,2021-09-18,1088,7
GB,United Kingdom,2021-09-13,118,2022-11-30,Deaths,2021-09-18,1088,7
GB,United Kingdom,2021-09-14,170,2022-11-30,Deaths,2021-09-18,1088,7
GB,United Kingdom,2021-09-15,169,2022-11-30,Deaths,2021-09-18,1088,7
GB,United Kingdom,2021-09-16,162,2022-11-30,Deaths,2021-09-18,1088,7
GB,United Kingdom,2021-09-17,184,2022-11-30,Deaths,2021-09-18,1088,7
GB,United Kingdom,2021-09-18,137,2022-11-30,Deaths,2021-09-25,1020,7
GB,United Kingdom,2021-09-19,136,2022-11-30,Deaths,2021-09-25,1020,7
GB,United Kingdom,2021-09-20,159,2022-11-30,Deaths,2021-09-25,1020,7
GB,United Kingdom,2021-09-21,139,2022-11-30,Deaths,2021-09-25,1020,7
GB,United Kingdom,2021-09-22,159,2022-11-30,Deaths,2021-09-25,1020,7
GB,United Kingdom,2021-09-23,149,2022-11-30,Deaths,2021-09-25,1020,7
GB,United Kingdom,2021-09-24,141,2022-11-30,Deaths,2021-09-25,1020,7
GB,United Kingdom,2021-09-25,128,2022-11-30,Deaths,2021-10-02,895,7
GB,United Kingdom,2021-09-26,111,2022-11-30,Deaths,2021-10-02,895,7
GB,United Kingdom,2021-09-27,126,2022-11-30,Deaths,2021-10-02,895,7
GB,United Kingdom,2021-09-28,120,2022-11-30,Deaths,2021-10-02,895,7
GB,United Kingdom,2021-09-29,142,2022-11-30,Deaths,2021-10-02,895,7
GB,United Kingdom,2021-09-30,129,2022-11-30,Deaths,2021-10-02,895,7
GB,United Kingdom,2021-10-01,139,2022-11-30,Deaths,2021-10-02,895,7
GB,United Kingdom,2021-10-02,118,2022-11-30,Deaths,2021-10-09,842,7
GB,United Kingdom,2021-10-03,107,2022-11-30,Deaths,2021-10-09,842,7
GB,United Kingdom,2021-10-04,113,2022-11-30,Deaths,2021-10-09,842,7
GB,United Kingdom,2021-10-05,135,2022-11-30,Deaths,2021-10-09,842,7
GB,United Kingdom,2021-10-06,114,2022-11-30,Deaths,2021-10-09,842,7
GB,United Kingdom,2021-10-07,133,2022-11-30,Deaths,2021-10-09,842,7
GB,United Kingdom,2021-10-08,122,2022-11-30,Deaths,2021-10-09,842,7
GB,United Kingdom,2021-10-09,120,2022-11-30,Deaths,2021-10-16,947,7
GB,United Kingdom,2021-10-10,115,2022-11-30,Deaths,2021-10-16,947,7
GB,United Kingdom,2021-10-11,138,2022-11-30,Deaths,2021-10-16,947,7
GB,United Kingdom,2021-10-12,136,2022-11-30,Deaths,2021-10-16,947,7
GB,United Kingdom,2021-10-13,137,2022-11-30,Deaths,2021-10-16,947,7
GB,United Kingdom,2021-10-14,161,2022-11-30,Deaths,2021-10-16,947,7
GB,United Kingdom,2021-10-15,140,2022-11-30,Deaths,2021-10-16,947,7
GB,United Kingdom,2021-10-16,152,2022-11-30,Deaths,2021-10-23,1045,7
GB,United Kingdom,2021-10-17,141,2022-11-30,Deaths,2021-10-23,1045,7
GB,United Kingdom,2021-10-18,139,2022-11-30,Deaths,2021-10-23,1045,7
GB,United Kingdom,2021-10-19,143,2022-11-30,Deaths,2021-10-23,1045,7
GB,United Kingdom,2021-10-20,154,2022-11-30,Deaths,2021-10-23,1045,7
GB,United Kingdom,2021-10-21,165,2022-11-30,Deaths,2021-10-23,1045,7
GB,United Kingdom,2021-10-22,151,2022-11-30,Deaths,2021-10-23,1045,7
GB,United Kingdom,2021-10-23,172,2022-11-30,Deaths,2021-10-30,1227,7
GB,United Kingdom,2021-10-24,167,2022-11-30,Deaths,2021-10-30,1227,7
GB,United Kingdom,2021-10-25,149,2022-11-30,Deaths,2021-10-30,1227,7
GB,United Kingdom,2021-10-26,178,2022-11-30,Deaths,2021-10-30,1227,7
GB,United Kingdom,2021-10-27,177,2022-11-30,Deaths,2021-10-30,1227,7
GB,United Kingdom,2021-10-28,199,2022-11-30,Deaths,2021-10-30,1227,7
GB,United Kingdom,2021-10-29,185,2022-11-30,Deaths,2021-10-30,1227,7
GB,United Kingdom,2021-10-30,164,2022-11-30,Deaths,2021-11-06,1236,7
GB,United Kingdom,2021-10-31,196,2022-11-30,Deaths,2021-11-06,1236,7
GB,United Kingdom,2021-11-01,192,2022-11-30,Deaths,2021-11-06,1236,7
GB,United Kingdom,2021-11-02,165,2022-11-30,Deaths,2021-11-06,1236,7
GB,United Kingdom,2021-11-03,184,2022-11-30,Deaths,2021-11-06,1236,7
GB,United Kingdom,2021-11-04,169,2022-11-30,Deaths,2021-11-06,1236,7
GB,United Kingdom,2021-11-05,166,2022-11-30,Deaths,2021-11-06,1236,7
GB,United Kingdom,2021-11-06,170,2022-11-30,Deaths,2021-11-13,1123,7
GB,United Kingdom,2021-11-07,161,2022-11-30,Deaths,2021-11-13,1123,7
GB,United Kingdom,2021-11-08,161,2022-11-30,Deaths,2021-11-13,1123,7
GB,United Kingdom,2021-11-09,157,2022-11-30,Deaths,2021-11-13,1123,7
GB,United Kingdom,2021-11-10,170,2022-11-30,Deaths,2021-11-13,1123,7
GB,United Kingdom,2021-11-11,158,2022-11-30,Deaths,2021-11-13,1123,7
GB,United Kingdom,2021-11-12,146,2022-11-30,Deaths,2021-11-13,1123,7
GB,United Kingdom,2021-11-13,152,2022-11-30,Deaths,2021-11-20,1022,7
GB,United Kingdom,2021-11-14,133,2022-11-30,Deaths,2021-11-20,1022,7
GB,United Kingdom,2021-11-15,171,2022-11-30,Deaths,2021-11-20,1022,7
GB,United Kingdom,2021-11-16,166,2022-11-30,Deaths,2021-11-20,1022,7
GB,United Kingdom,2021-11-17,127,2022-11-30,Deaths,2021-11-20,1022,7
GB,United Kingdom,2021-11-18,131,2022-11-30,Deaths,2021-11-20,1022,7
GB,United Kingdom,2021-11-19,142,2022-11-30,Deaths,2021-11-20,1022,7
GB,United Kingdom,2021-11-20,143,2022-11-30,Deaths,2021-11-27,942,7
GB,United Kingdom,2021-11-21,121,2022-11-30,Deaths,2021-11-27,942,7
GB,United Kingdom,2021-11-22,131,2022-11-30,Deaths,2021-11-27,942,7
GB,United Kingdom,2021-11-23,150,2022-11-30,Deaths,2021-11-27,942,7
GB,United Kingdom,2021-11-24,124,2022-11-30,Deaths,2021-11-27,942,7
GB,United Kingdom,2021-11-25,141,2022-11-30,Deaths,2021-11-27,942,7
GB,United Kingdom,2021-11-26,132,2022-11-30,Deaths,2021-11-27,942,7
GB,United Kingdom,2021-11-27,124,2022-11-30,Deaths,2021-12-04,942,7
GB,United Kingdom,2021-11-28,144,2022-11-30,Deaths,2021-12-04,942,7
